date,Code Insee Region,Superficie (km2),Population (2021),Densité (2021) (hab./km2),retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,TMin (°C),TMax (°C),TMoy (°C), pm25, pm10, o3, no2,Vaccination,Cas epidemiques
09/03/2022,84,69711,8114361,116.4,-10,14,39,3,-10,3,0.61,15.06,7.84,24,12,22,8,808,4487
10/03/2022,84,69711,8114361,116.4,-12,14,28,-1,-9,4,6.89,13.26,10.08,40,13,31,6,456,4341
11/03/2022,84,69711,8114361,116.4,-12,12,14,2,-12,5,6.5,10.52,8.51,31,20,25,10,777,4358
12/03/2022,84,69711,8114361,116.4,-15,6,11,9,-1,3,5.49,11.52,8.5,42,35,14,8,412,4384
13/03/2022,84,69711,8114361,116.4,-6,15,11,10,2,2,-0.1,12.75,6.33,65,31,14,8,69,4393
14/03/2022,84,69711,8114361,116.4,-11,11,25,1,-10,4,8.44,15.95,12.2,72,42,22,11,997,4263
15/03/2022,84,69711,8114361,116.4,-12,13,26,1,-9,4,6.49,17.52,12,101,26,33,7,1350,4194
16/03/2022,84,69711,8114361,116.4,-13,10,33,2,-10,3,6.42,13.31,9.86,69,20,32,7,2142,4164
17/03/2022,84,69711,8114361,116.4,-12,11,17,2,-9,4,6.66,10.7,8.68,56,26,35,8,1581,4146
18/03/2022,84,69711,8114361,116.4,-13,11,9,1,-12,5,3.49,15.75,9.62,64,29,35,14,2891,4161
19/03/2022,84,69711,8114361,116.4,-15,6,22,7,-1,1,3.89,13.75,8.82,66,37,32,19,1166,4131
20/03/2022,84,69711,8114361,116.4,-4,17,27,11,1,1,6.38,15.36,10.87,83,38,37,17,106,4151
21/03/2022,84,69711,8114361,116.4,-13,12,31,2,-10,4,0.74,15.65,8.2,84,37,40,11,2259,4129
22/03/2022,84,69711,8114361,116.4,-12,13,37,2,-9,4,-0.48,16.99,8.25,88,39,57,17,2807,4191
23/03/2022,84,69711,8114361,116.4,-14,12,39,2,-10,3,0.17,19.58,9.88,95,35,37,16,3343,4201
24/03/2022,84,69711,8114361,116.4,-14,13,31,1,-8,3,1.04,19.63,10.33,75,48,34,7,2272,4214
25/03/2022,84,69711,8114361,116.4,-12,11,27,3,-13,4,0.51,19.7,10.1,76,35,25,6,3916,4162
26/03/2022,84,69711,8114361,116.4,-16,5,37,5,-2,1,1.75,20.47,11.11,62,23,24,5,1417,4088
27/03/2022,84,69711,8114361,116.4,-5,17,58,17,1,-1,3.13,21.16,12.15,56,9,19,4,115,4068
28/03/2022,84,69711,8114361,116.4,-15,10,33,2,-11,4,6.75,19.07,12.91,29,10,20,3,2798,4221
29/03/2022,84,69711,8114361,116.4,-16,14,25,0,-9,4,7.99,14.16,11.08,41,12,25,2,3386,4270
30/03/2022,84,69711,8114361,116.4,-18,13,5,-2,-10,4,6.32,11.25,8.78,49,16,26,5,3906,4328
31/03/2022,84,69711,8114361,116.4,-18,14,-4,-4,-9,4,-0.28,3.2,1.46,54,21,26,11,3130,4460
01/04/2022,84,69711,8114361,116.4,-19,10,-16,-6,-14,7,-0.99,2.39,0.7,55,8,15,6,4071,4618
02/04/2022,84,69711,8114361,116.4,-27,2,-29,-16,-8,6,-0.86,4.4,1.77,23,8,15,9,1045,4548
03/04/2022,84,69711,8114361,116.4,-15,10,-9,-1,-4,4,-2.52,10.1,3.79,18,6,31,6,95,4586
04/04/2022,84,69711,8114361,116.4,-16,16,19,0,-11,4,-1.25,14.15,6.45,12,4,27,3,2873,4611
05/04/2022,84,69711,8114361,116.4,-14,18,28,1,-10,3,5.07,14.92,10,11,6,29,6,4479,4565
06/04/2022,84,69711,8114361,116.4,-16,15,20,0,-11,4,7.73,13.34,10.53,23,13,33,9,3601,4487
07/04/2022,84,69711,8114361,116.4,-20,14,-5,-4,-10,5,9.78,16.35,13.06,27,10,34,5,3882,4475
08/04/2022,84,69711,8114361,116.4,-15,15,-5,0,-13,5,2.94,9.94,6.44,17,18,28,8,5674,4447
09/04/2022,84,69711,8114361,116.4,-16,10,-4,-3,-3,3,-1.95,15.06,6.56,36,18,32,4,1415,4489
10/04/2022,84,69711,8114361,116.4,16,38,68,23,7,-1,1.76,17.29,9.53,37,15,34,4,152,4520
11/04/2022,84,69711,8114361,116.4,-13,17,31,4,-12,4,9.75,18.36,14.05,30,13,34,2,4000,4648
12/04/2022,84,69711,8114361,116.4,-12,20,35,4,-10,4,7.2,19.84,13.52,30,7,30,2,6206,4783
13/04/2022,84,69711,8114361,116.4,-13,18,41,5,-12,3,5.58,21.63,13.6,20,9,35,6,4841,4869
14/04/2022,84,69711,8114361,116.4,-9,22,41,8,-11,2,7.17,22.48,14.83,21,14,34,9,5183,4867
15/04/2022,84,69711,8114361,116.4,-8,22,48,15,-19,3,7.3,21.96,14.63,26,14,30,7,5229,4969
16/04/2022,84,69711,8114361,116.4,-18,12,52,12,-9,-2,3.25,19.39,11.32,30,15,37,5,1021,4949
17/04/2022,84,69711,8114361,116.4,0,28,99,7,-6,-4,2.45,20.16,11.31,35,19,36,6,84,4983
18/04/2022,84,69711,8114361,116.4,-30,-34,126,-17,-84,14,4.15,19.81,11.98,42,8,30,3,142,5006
19/04/2022,84,69711,8114361,116.4,-13,24,65,0,-30,5,5.12,18.07,11.6,17,3,26,3,3819,5186
20/04/2022,84,69711,8114361,116.4,-19,14,39,-3,-26,4,9.36,18.64,14,7,12,24,5,3819,5160
21/04/2022,84,69711,8114361,116.4,-15,15,36,-6,-28,6,4.15,20.65,12.4,38,13,33,5,3988,5101
22/04/2022,84,69711,8114361,116.4,-16,10,33,-5,-30,6,8.65,16.7,12.68,40,14,34,4,4809,5215
23/04/2022,84,69711,8114361,116.4,-25,0,-12,-5,-11,3,5.87,15.06,10.47,40,14,38,7,1199,5183
24/04/2022,84,69711,8114361,116.4,-1,27,20,17,0,0,9.22,16.15,12.68,33,14,35,8,124,5161
25/04/2022,84,69711,8114361,116.4,-15,12,21,-6,-29,7,6.46,18.45,12.45,34,14,40,4,2582,5201
26/04/2022,84,69711,8114361,116.4,-13,14,48,-3,-27,5,3.57,20.55,12.06,43,14,38,2,4380,5396
27/04/2022,84,69711,8114361,116.4,-15,11,57,-2,-24,3,4.98,22.58,13.78,43,13,37,4,3651,5228
28/04/2022,84,69711,8114361,116.4,-12,16,53,-5,-26,4,5.82,21.98,13.9,38,16,35,7,3961,5215
29/04/2022,84,69711,8114361,116.4,-13,13,36,-4,-29,5,7.25,19.36,13.31,40,12,31,6,4190,5051
30/04/2022,84,69711,8114361,116.4,-17,9,30,0,-8,0,4.19,19.02,11.6,29,13,28,4,1035,4995
01/05/2022,84,69711,8114361,116.4,-9,-13,66,2,-7,-1,4.21,20.55,12.38,38,13,33,3,96,5001
02/05/2022,84,69711,8114361,116.4,-8,21,41,7,-12,2,7.76,20.45,14.11,34,12,39,2,2643,4949
03/05/2022,84,69711,8114361,116.4,-10,19,30,5,-9,2,7.65,20.55,14.1,33,15,35,5,4903,4953
04/05/2022,84,69711,8114361,116.4,-11,17,24,4,-10,2,9.59,16.83,13.21,42,18,43,7,3573,4801
05/05/2022,84,69711,8114361,116.4,-11,17,8,1,-8,2,7.88,17.83,12.85,47,21,44,5,4583,4798
06/05/2022,84,69711,8114361,116.4,-8,14,16,4,-12,2,8.05,21.35,14.7,38,26,36,6,4714,4701
07/05/2022,84,69711,8114361,116.4,-13,7,31,-2,-4,-1,8.5,21.9,15.2,47,19,29,5,1084,4675
08/05/2022,84,69711,8114361,116.4,-2,20,58,13,0,-2,7.18,24.15,15.66,45,12,35,2,57,4683
09/05/2022,84,69711,8114361,116.4,-10,14,36,7,-11,2,9.09,26.65,17.87,33,19,42,4,3055,4605
10/05/2022,84,69711,8114361,116.4,-7,17,46,8,-9,1,11.46,28.39,19.93,43,19,45,5,4959,4585
11/05/2022,84,69711,8114361,116.4,-10,15,46,7,-11,1,11.37,26.06,18.72,37,22,45,8,3574,4373
12/05/2022,84,69711,8114361,116.4,-11,15,29,7,-9,1,11.47,24.16,17.82,45,19,39,7,4628,4311
13/05/2022,84,69711,8114361,116.4,-8,14,30,6,-13,1,11.4,26.48,18.94,37,27,42,5,4575,4013
14/05/2022,84,69711,8114361,116.4,-14,5,53,2,-5,-3,11.56,28.27,19.92,48,27,41,3,1040,3966
15/05/2022,84,69711,8114361,116.4,-4,26,74,17,-2,-3,13.04,27.74,20.39,40,22,38,3,75,3966
16/05/2022,84,69711,8114361,116.4,-10,14,38,8,-11,2,11.72,29.95,20.84,50,20,42,3,2830,3889
17/05/2022,84,69711,8114361,116.4,-10,16,52,9,-9,1,13.26,30.82,22.04,43,20,29,6,4593,3773
18/05/2022,84,69711,8114361,116.4,-12,14,50,9,-11,1,16.95,30.24,23.59,43,6,33,2,3314,3645
19/05/2022,84,69711,8114361,116.4,-12,16,37,7,-9,1,17.46,30.24,23.85,11,6,33,2,4199,3557
20/05/2022,84,69711,8114361,116.4,-10,13,37,8,-13,1,13.89,31.06,22.48,10,6,34,2,4790,3533
21/05/2022,84,69711,8114361,116.4,-17,4,53,2,-4,-3,15.3,31.16,23.23,10,6,29,3,992,3537
22/05/2022,84,69711,8114361,116.4,-8,22,65,15,-2,-2,16.53,25.26,20.9,13,8,37,1,89,3513
23/05/2022,84,69711,8114361,116.4,-12,13,30,4,-14,3,12.37,20.37,16.37,16,7,37,1,2670,3435
24/05/2022,84,69711,8114361,116.4,-7,19,40,8,-12,2,9.51,21.09,15.3,16,10,40,3,5057,3408
25/05/2022,84,69711,8114361,116.4,-1,30,66,26,-17,-3,9.47,21.87,15.67,19,14,23,10,3179,3286
26/05/2022,84,69711,8114361,116.4,-22,-14,139,-15,-81,13,10.62,24.4,17.51,33,19,3,12,103,3282
27/05/2022,84,69711,8114361,116.4,-9,20,119,-18,-59,10,11.47,23.19,17.33,56, , , ,2164,3260
28/05/2022,84,69711,8114361,116.4,-21,-1,80,-5,-14,-2,7.24,20.58,13.91, , ,34,9,458,3258
29/05/2022,84,69711,8114361,116.4,7,27,70,41,1,-8,6.6,22.94,14.77,51, ,38,3,40,3264
30/05/2022,84,69711,8114361,116.4,-9,18,43,13,-13,2,10.4,21.21,15.8,40, ,35,2,2491,3180
31/05/2022,84,69711,8114361,116.4,-11,17,24,7,-9,2,10.5,25.65,18.07,21, ,40,3,4199,3170
01/06/2022,84,69711,8114361,116.4,-10,17,32,8,-10,2,13.91,27.67,20.79,28, ,29,3,3285,3013
02/06/2022,84,69711,8114361,116.4,-10,17,30,7,-8,1,14.97,29.86,22.42,18, ,24,7,4095,2951
03/06/2022,84,69711,8114361,116.4,-7,15,43,15,-13,0,14.63,31.23,22.93,20,9,26,3,4134,2837
04/06/2022,84,69711,8114361,116.4,-15,8,71,9,-6,-3,16.32,26.11,21.21,19,9,38, ,764,2823
05/06/2022,84,69711,8114361,116.4,6,29,81,9,-4,-3,12.31,26.47,19.39,19,9,42, ,70,2845
06/06/2022,84,69711,8114361,116.4,-17,-16,109,-10,-75,13,13.44,24.65,19.04,21,10,48,6,141,2843
07/06/2022,84,69711,8114361,116.4,-7,29,51,17,-9,0,11.53,22.05,16.79,26,11,40,4,4172,2838
08/06/2022,84,69711,8114361,116.4,-10,19,28,9,-10,2,12.64,20.43,16.53,22,7,48,3,3537,2749
09/06/2022,84,69711,8114361,116.4,-10,20,29,8,-8,1,8.97,25.09,17.03,21, ,40,10,4843,2727
10/06/2022,84,69711,8114361,116.4,-7,15,52,12,-11,0,10.71,29.36,20.04,45, ,54,11,4683,2703
11/06/2022,84,69711,8114361,116.4,-14,5,69,11,-2,-3,13.67,31.62,22.65,54, ,54, ,941,2704
12/06/2022,84,69711,8114361,116.4,6,35,90,26,5,-4,15.88,27.28,21.58,39, ,61,6,75,2698
13/06/2022,84,69711,8114361,116.4,-7,19,55,12,-12,2,10.95,31.41,21.18,47, ,59,3,2906,2692
14/06/2022,84,69711,8114361,116.4,-7,20,67,12,-10,1,16.88,33.51,25.2,55, ,49,4,5192,2708
15/06/2022,84,69711,8114361,116.4,-9,18,56,12,-11,1,17.32,32.89,25.1,38, ,41,5,3979,2632
16/06/2022,84,69711,8114361,116.4,-9,21,58,10,-10,1,15.74,33.87,24.8,53,38,29,6,4719,2644
17/06/2022,84,69711,8114361,116.4,-8,17,61,13,-15,1,16.28,36.39,26.34,62,23,30, ,5039,2619
18/06/2022,84,69711,8114361,116.4,-19,6,67,8,-4,-3,22.08,34.34,28.21,47, ,28, ,943,2638
19/06/2022,84,69711,8114361,116.4,3,38,76,25,5,-4,18.67,33.15,25.91,27, ,12, ,79,2634
20/06/2022,84,69711,8114361,116.4,-9,18,60,11,-13,2,18.48,32.18,25.33,21, ,23,2,3026,2676
21/06/2022,84,69711,8114361,116.4,0,18,77,20,-11,0,17.83,29.44,23.63,13, ,25, ,5655,2654
22/06/2022,84,69711,8114361,116.4,-11,16,35,9,-13,3,16.26,26.86,21.56,9,8,34,3,4568,2704
23/06/2022,84,69711,8114361,116.4,-10,17,39,9,-11,2,14.94,23.51,19.22,15,10,42,3,6124,2703
24/06/2022,84,69711,8114361,116.4,-8,13,33,8,-16,2,12.85,28.41,20.63,18,12,34,6,7210,2769
25/06/2022,84,69711,8114361,116.4,-14,3,57,11,-3,-3,15.01,23.17,19.09,22,4,30,2,1777,2759
26/06/2022,84,69711,8114361,116.4,-2,22,53,21,1,-1,15.68,22.2,18.94,8,6,44,4,130,2771
27/06/2022,84,69711,8114361,116.4,-7,19,42,11,-14,3,12.93,24.11,18.52,13,11,46,6,5474,2913
28/06/2022,84,69711,8114361,116.4,-4,20,59,12,-12,2,13.2,28.07,20.64,25,11,35,2,10447,3081
29/06/2022,84,69711,8114361,116.4,-6,19,70,12,-14,1,13.85,25.95,19.9,19,11,41,3,8559,3131
30/06/2022,84,69711,8114361,116.4,-9,20,39,8,-13,2,11.6,22.21,16.9,17, ,41, ,11361,3105
01/07/2022,84,69711,8114361,116.4,-4,19,57,11,-16,1,9.78,29.64,19.71,18, ,38, ,12068,3143
02/07/2022,84,69711,8114361,116.4,-14,8,79,15,-4,-4,14.27,31.13,22.7,18, ,37, ,2903,3201
03/07/2022,84,69711,8114361,116.4,2,32,92,24,0,-4,16.79,27.59,22.19,19, ,42, ,421,3210
04/07/2022,84,69711,8114361,116.4,-2,25,65,12,-17,3,14.61,27.05,20.83,24, ,40, ,9273,3286
05/07/2022,84,69711,8114361,116.4,1,27,86,14,-15,1,12.87,26.4,19.64,23, ,37, ,15495,3385
06/07/2022,84,69711,8114361,116.4,-3,24,83,7,-16,1,11.58,26.12,18.85,19, ,41, ,11578,3412
07/07/2022,84,69711,8114361,116.4,-4,24,77,11,-16,1,13.7,26.48,20.09,17, ,61, ,14752,3412
08/07/2022,84,69711,8114361,116.4,-4,18,73,15,-23,2,11.83,28.16,20,23, ,71, ,15365,3444
09/07/2022,84,69711,8114361,116.4,-15,7,80,25,-9,-3,13.39,28,20.7,39, ,46, ,3572,3451
10/07/2022,84,69711,8114361,116.4,1,34,112,33,-1,-4,13.05,29.52,21.29,35, ,43, ,522,3455
11/07/2022,84,69711,8114361,116.4,0,26,116,12,-25,3,14.33,30.77,22.55,24, ,50, ,11032,3514
12/07/2022,84,69711,8114361,116.4,-1,26,124,11,-24,2,13.48,33.01,23.25,25, ,69, ,18498,3474
13/07/2022,84,69711,8114361,116.4,2,34,150,22,-23,-4,15.97,34.99,25.48,38,24,46, ,11751,3648
14/07/2022,84,69711,8114361,116.4,-25,-21,192,-14,-79,13,16.26,31.61,23.94,54,29,51, ,485,3646
15/07/2022,84,69711,8114361,116.4,-14,18,128,-9,-55,10,14.52,30.89,22.7,66,17,41,3,9322,3777
16/07/2022,84,69711,8114361,116.4,-23,2,105,21,-14,-2,13.77,32.52,23.15,46, ,57,7,2114,3821
17/07/2022,84,69711,8114361,116.4,-3,31,115,41,-3,-5,15.33,36.48,25.9,54, ,36,3,371,3822
18/07/2022,84,69711,8114361,116.4,-5,24,127,12,-29,7,18.81,36.91,27.86,53,16,44,3,8358,3809
19/07/2022,84,69711,8114361,116.4,-6,22,125,8,-27,12,19.22,32.29,25.75,49,20,45,7,13379,4051
20/07/2022,84,69711,8114361,116.4,-11,19,111,8,-24,3,16.37,31.49,23.93,49,10,29,1,9668,4012
21/07/2022,84,69711,8114361,116.4,-9,20,116,5,-26,3,15.45,35.15,25.3,18,9,36,1,10527,3972
22/07/2022,84,69711,8114361,116.4,-12,13,100,8,-28,4,19.43,29.25,24.34,16,16,49,4,10489,3957
23/07/2022,84,69711,8114361,116.4,-21,5,94,28,-9,-2,14.88,34.7,24.79,27,13,42,4,1626,3894
24/07/2022,84,69711,8114361,116.4,-6,25,110,27,-2,-3,18.97,33.06,26.02,31,14,44, ,186,3908
25/07/2022,84,69711,8114361,116.4,-6,22,122,8,-31,6,17.7,27.69,22.7,25,15,40,3,6161,3931
26/07/2022,84,69711,8114361,116.4,-3,22,148,6,-29,5,13.6,27.71,20.65,25, ,32,5,10762,3926
27/07/2022,84,69711,8114361,116.4,-7,18,137,7,-27,3,12.35,31.26,21.81,21,12,30, ,7594,3905
28/07/2022,84,69711,8114361,116.4,-5,22,126,5,-29,4,16.33,26.72,21.52,16,17,42,8,7708,4006
29/07/2022,84,69711,8114361,116.4,-7,16,89,13,-32,5,13.9,30.21,22.05,23,14,40,6,7719,3925
30/07/2022,84,69711,8114361,116.4,-20,5,99,38,-10,-2,15.39,33.17,24.28,27,18,42, ,1169,3975
31/07/2022,84,69711,8114361,116.4,3,36,127,43,1,-4,15.79,32.68,24.24,34,11,38,2,199,3961
01/08/2022,84,69711,8114361,116.4,1,30,162,12,-45,6,16.24,36.49,26.36,29,9,42,1,3708,3965
02/08/2022,84,69711,8114361,116.4,-3,26,172,2,-41,6,19.89,37.26,28.58,23, ,44,2,6643,3991
03/08/2022,84,69711,8114361,116.4,-10,19,159,1,-40,5,19.21,33.08,26.15,21, ,46,4,4340,3834
04/08/2022,84,69711,8114361,116.4,-10,22,144,-3,-42,6,17.4,30.2,23.8,28, ,48, ,4831,3824
05/08/2022,84,69711,8114361,116.4,-13,14,111,3,-45,7,13.94,29.92,21.93,32, ,60, ,4849,3706
06/08/2022,84,69711,8114361,116.4,-21,5,113,36,-17,-3,13.74,31.52,22.63,41, ,36, ,671,3707
07/08/2022,84,69711,8114361,116.4,5,38,140,39,-4,-4,13.55,32.94,23.24,40, ,36, ,164,3704
08/08/2022,84,69711,8114361,116.4,-2,29,181,5,-52,7,14.38,33.94,24.16,27, ,23, ,2712,3658
09/08/2022,84,69711,8114361,116.4,-6,24,192,-3,-50,7,15.35,35.15,25.25,33,12,30,5,4279,3580
10/08/2022,84,69711,8114361,116.4,-12,18,175,-1,-48,5,15.75,34.36,25.05,31,15,33,9,2940,3451
11/08/2022,84,69711,8114361,116.4,-12,20,163,-5,-50,7,14.51,34.21,24.36,48,13,27,5,3121,3445
12/08/2022,84,69711,8114361,116.4,-18,11,137,3,-52,8,17.15,23.82,20.48,39,9,27,3,2852,3367
13/08/2022,84,69711,8114361,116.4,-27,1,114,32,-20,-2,14.99,27.55,21.27,28, ,20,3,407,3353
14/08/2022,84,69711,8114361,116.4,-4,30,87,31,-6,0,14.25,31.37,22.81,25,4,19,1,73,3353
15/08/2022,84,69711,8114361,116.4,-18,-17,206,-11,-81,16,15.78,26.86,21.32,8,6,28,2,45,3357
16/08/2022,84,69711,8114361,116.4,-5,35,174,5,-50,9,13.74,22.95,18.35,16,7,23,2,2445,3294
17/08/2022,84,69711,8114361,116.4,-14,19,117,0,-48,10,16.18,23.65,19.92,16,4,25,3,2698,3233
18/08/2022,84,69711,8114361,116.4,-9,25,120,-4,-49,12,16.85,26.23,21.54,11, ,35,6,2831,3021
19/08/2022,84,69711,8114361,116.4,-14,11,95,-1,-50,13,13.09,26.27,19.68,10,17,38,11,2990,2913
20/08/2022,84,69711,8114361,116.4,-23,0,90,27,-16,2,15.18,26.47,20.83,39,13,30,2,396,2781
21/08/2022,84,69711,8114361,116.4,2,32,124,37,2,-1,16.02,28.78,22.4,28, ,32,2,34,2781
22/08/2022,84,69711,8114361,116.4,-4,23,140,7,-39,9,14.68,31.8,23.24,33, ,35,2,1955,2774
23/08/2022,84,69711,8114361,116.4,-6,21,151,3,-36,9,15.44,32.15,23.79,39, ,32,8,3242,2679
24/08/2022,84,69711,8114361,116.4,-11,16,135,7,-33,7,18.19,26.25,22.22,49,15,25, ,2309,2679
25/08/2022,84,69711,8114361,116.4,-11,17,115,3,-34,8,14.79,26.01,20.4,38,8,42,3,2618,2667
26/08/2022,84,69711,8114361,116.4,-13,13,82,5,-36,9,14.05,29.1,21.58,31,11,39,4,2815,2619
27/08/2022,84,69711,8114361,116.4,-20,2,76,22,-12,1,14.31,32.18,23.25,25,11,36,8,487,2545
28/08/2022,84,69711,8114361,116.4,0,28,101,35,4,-2,17.78,27.01,22.4,39, ,26, ,81,2541
29/08/2022,84,69711,8114361,116.4,-3,21,86,12,-27,6,13.6,28.13,20.86,41, ,32, ,1880,2433
30/08/2022,84,69711,8114361,116.4,-5,21,57,7,-24,6,14.55,27.15,20.85,31,20,32,6,3725,2371
31/08/2022,84,69711,8114361,116.4,-7,19,56,11,-21,4,15.01,26.49,20.75,40,25,27,6,2098,2369
01/09/2022,84,69711,8114361,116.4,-8,24,49,8,-23,4,13.79,29.24,21.51,38,17,30,6,2737,2349
02/09/2022,84,69711,8114361,116.4,-10,17,35,9,-24,4,17.23,30.47,23.85,35,7,28,5,3401,2298
03/09/2022,84,69711,8114361,116.4,-14,9,37,9,-8,0,17.75,28.97,23.36,15, ,12,5,518,2240
04/09/2022,84,69711,8114361,116.4,2,32,86,27,2,-2,15.41,26.57,20.99,14, ,29, ,80,2236
05/09/2022,84,69711,8114361,116.4,-6,19,59,16,-21,2,12.78,24.84,18.81,13,5,30, ,2065,2240
06/09/2022,84,69711,8114361,116.4,-9,19,54,13,-19,2,11.95,23.72,17.83,12,6,34, ,4219,2210
07/09/2022,84,69711,8114361,116.4,-10,18,47,13,-20,3,11.29,22.85,17.07,18,16,26,4,2305,2215
08/09/2022,84,69711,8114361,116.4,-7,21,54,13,-21,2,9.05,25.58,17.31,33,12,26,2,3037,2193
09/09/2022,84,69711,8114361,116.4,-8,14,50,15,-22,2,10.84,31.44,21.14,24,12,19,8,3392,2195
10/09/2022,84,69711,8114361,116.4,-12,7,55,14,-7,-2,17.64,29.28,23.46,24,8,28,4,543,2183
11/09/2022,84,69711,8114361,116.4,4,27,89,35,3,-3,18.09,27.01,22.55,25, ,24, ,55,2179
12/09/2022,84,69711,8114361,116.4,-7,16,58,18,-19,2,14.43,25.04,19.73,15, ,28,2,1988,2107
13/09/2022,84,69711,8114361,116.4,-9,17,55,15,-18,2,14.3,21.02,17.66,13,7,25,16,3500,2102
14/09/2022,84,69711,8114361,116.4,-11,15,35,14,-19,3,8.39,16.8,12.6,11,8,27,2,2147,2182
15/09/2022,84,69711,8114361,116.4,-11,15,34,13,-17,2,3.58,19.74,11.66,17, ,28,2,2816,2184
16/09/2022,84,69711,8114361,116.4,-9,13,37,13,-19,2,4.38,19.69,12.04,17,18,32,11,2826,2192
17/09/2022,84,69711,8114361,116.4,-12,7,46,9,-6,-1,4.36,19.95,12.16,33,16,36,16,496,2198
18/09/2022,84,69711,8114361,116.4,6,26,80,34,3,-2,5.05,20.15,12.6,40,9,32, ,64,2204
19/09/2022,84,69711,8114361,116.4,-8,15,42,18,-18,2,4.55,22.62,13.58,31,5,28, ,1792,2200
20/09/2022,84,69711,8114361,116.4,-8,17,47,16,-15,2,7.53,22.8,15.16,14,8,25,5,3391,2111
21/09/2022,84,69711,8114361,116.4,-10,16,44,15,-17,2,11.84,20.4,16.12,23,5,22,2,2005,2094
22/09/2022,84,69711,8114361,116.4,-11,15,39,14,-15,1,11.23,16.89,14.06,19, ,15, ,2846,2100
23/09/2022,84,69711,8114361,116.4,-10,12,29,14,-17,2,9.31,17.65,13.48,14,5,19,6,3504,2144
24/09/2022,84,69711,8114361,116.4,-14,7,20,1,-7,1,9.71,15.86,12.79,12,7,21,8,606,2119
25/09/2022,84,69711,8114361,116.4,-11,14,20,15,-2,1,10.77,17.95,14.36,19,9,9,11,84,2135
26/09/2022,84,69711,8114361,116.4,-11,14,25,13,-14,3,9.85,15.16,12.5,27,10,20,7,1885,2266
27/09/2022,84,69711,8114361,116.4,-10,16,22,13,-13,3,6.21,14.74,10.47,23, ,23,8,3375,2419
28/09/2022,84,69711,8114361,116.4,-14,14,6,11,-14,3,5.61,17.43,11.52,13, ,17, ,1855,2605
29/09/2022,84,69711,8114361,116.4,-11,17,11,5,-14,3,12.48,22.81,17.64,27, ,31, ,2853,2728
30/09/2022,84,69711,8114361,116.4,-8,16,13,12,-14,3,11.19,19.38,15.29,41, ,29, ,3079,2885
01/10/2022,84,69711,8114361,116.4,-12,10,0,-2,-7,2,7.75,22.66,15.21,31, ,22, ,547,2925
02/10/2022,84,69711,8114361,116.4,-2,22,52,28,0,0,7.95,24.45,16.2,32, ,25, ,48,2937
03/10/2022,84,69711,8114361,116.4,-8,17,26,15,-12,3,10.06,20.51,15.29,41, ,18, ,1617,3042
04/10/2022,84,69711,8114361,116.4,-7,19,37,14,-10,2,10.37,22.97,16.67,29, ,25, ,3131,3065
05/10/2022,84,69711,8114361,116.4,-7,19,36,15,-12,2,12.32,17.54,14.93,41, ,21, ,1977,3255
06/10/2022,84,69711,8114361,116.4,-8,20,24,16,-9,2,6.79,19.93,13.36,55, ,14, ,2843,3424
07/10/2022,84,69711,8114361,116.4,-6,17,22,14,-13,2,9.9,23.22,16.56,62, ,4, ,3945,3629
08/10/2022,84,69711,8114361,116.4,-14,9,11,-1,-6,1,9.83,20.44,15.14,81, ,7, ,771,3591
09/10/2022,84,69711,8114361,116.4,-3,25,48,22,-2,0,12.82,20.59,16.7,46, ,15, ,136,3611
10/10/2022,84,69711,8114361,116.4,-10,16,26,14,-11,3,8.87,18.37,13.62,22, ,36, ,3111,3712
11/10/2022,84,69711,8114361,116.4,-11,19,27,13,-10,2,12.56,18.81,15.69,28, ,27, ,6027,3869
12/10/2022,84,69711,8114361,116.4,-12,18,24,14,-11,3,11.75,23.53,17.64,27, ,21, ,3778,3844
13/10/2022,84,69711,8114361,116.4,-14,17,12,11,-9,3,12.98,24.42,18.7,33, ,20, ,5997,3914
14/10/2022,84,69711,8114361,116.4,-11,15,2,13,-12,4,15.25,23.66,19.45,51, ,19, ,6701,3918
15/10/2022,84,69711,8114361,116.4,-13,8,27,8,-4,1,12.35,25.04,18.7,61, ,25, ,1182,3932
15/02/2020,93,31400,5127840,163.3,1,3,37,18,0,-1,2.47,16,9.23,37,13,28,6,0,0
16/02/2020,93,31400,5127840,163.3,5,6,1,13,-1,0,4.82,14.4,9.61,43,14,26,7,0,0
17/02/2020,93,31400,5127840,163.3,1,0,17,0,-19,4,8.97,13.7,11.33,37,9,27,7,0,0
18/02/2020,93,31400,5127840,163.3,7,2,65,8,-18,3,6.83,14.4,10.62,15,9,30,7,0,0
19/02/2020,93,31400,5127840,163.3,0,1,43,6,-15,1,4.5,14.55,9.52,14,14,24,15,0,0
20/02/2020,93,31400,5127840,163.3,3,0,58,-1,-19,2,2.75,15.72,9.23,30,16,29,12,0,0
21/02/2020,93,31400,5127840,163.3,2,0,51,8,-19,2,3,16.48,9.74,31,16,32,15,0,0
22/02/2020,93,31400,5127840,163.3,-3,1,51,22,-5,-1,3.5,16.83,10.17,48,23,27,18,0,0
23/02/2020,93,31400,5127840,163.3,14,13,45,25,-1,-2,3.78,18.97,11.38,66,16,21,13,0,0
24/02/2020,93,31400,5127840,163.3,6,5,79,3,-22,3,6.48,20.43,13.46,36,19,30,14,0,0
