date,Code Insee Region,Superficie (km2),Population (2021),Densité (2021) (hab./km2),retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,TMin (°C),TMax (°C),TMoy (°C), pm25, pm10, o3, no2,Vaccination,Cas epidemiques
23/11/2020,11,12012,12317279,1025.4,-56,-14,-41,-48,-40,18,3.9,9.8,6.85,87,59,3,43,0,12532
24/11/2020,11,12012,12317279,1025.4,-57,-10,-40,-47,-40,18,3.72,12.1,7.91,109,56,2,35,0,12327
25/11/2020,11,12012,12317279,1025.4,-59,-14,-40,-49,-40,18,2.04,11.72,6.88,110,49,4,32,0,12091
26/11/2020,11,12012,12317279,1025.4,-56,-11,-36,-47,-38,18,4.78,11.48,8.13,102,34,9,29,0,11826
27/11/2020,11,12012,12317279,1025.4,-57,-5,-48,-47,-37,20,2.76,11.24,7,80,42,7,24,0,11635
28/11/2020,11,12012,12317279,1025.4,-41,-3,-27,-36,-21,11,1.6,4.02,2.81,93,32,15,26,0,11424
29/11/2020,11,12012,12317279,1025.4,-41,0,-40,-48,-23,9,-0.04,8.2,4.08,50,35,15,28,0,11460
30/11/2020,11,12012,12317279,1025.4,-39,-5,-40,-43,-37,16,3.38,8.8,6.09,52,22,19,25,0,11384
01/12/2020,11,12012,12317279,1025.4,-41,-1,-42,-40,-36,16,5.74,7.98,6.86,42,19,24,28,0,11066
02/12/2020,11,12012,12317279,1025.4,-43,-5,-42,-42,-36,15,5.06,7.8,6.43,41,14,17,21,0,10803
03/12/2020,11,12012,12317279,1025.4,-44,-7,-51,-42,-36,16,4.16,7.7,5.93,44,23,13,25,0,10611
04/12/2020,11,12012,12317279,1025.4,-40,2,-50,-39,-35,16,2.22,6.12,4.17,53,36,2,25,0,10507
05/12/2020,11,12012,12317279,1025.4,-38,-1,-55,-36,-21,10,2.92,6.58,4.75,84,27,3,19,0,10444
06/12/2020,11,12012,12317279,1025.4,-31,10,-37,-40,-19,8,0.24,5.18,2.71,69,31,8,17,0,10495
07/12/2020,11,12012,12317279,1025.4,-38,-5,-41,-41,-37,15,1.08,5.28,3.18,73,15,9,10,0,10469
08/12/2020,11,12012,12317279,1025.4,-39,-1,-38,-39,-35,15,-1.16,3.84,1.34,49,9,18,9,0,10241
09/12/2020,11,12012,12317279,1025.4,-43,-7,-46,-41,-36,15,2.44,7.64,5.04,43,18,18,13,0,10025
10/12/2020,11,12012,12317279,1025.4,-41,-4,-39,-39,-35,15,5.18,11.1,8.14,49,12,16,5,0,9857
11/12/2020,11,12012,12317279,1025.4,-45,-4,-56,-39,-35,17,7.82,10.46,9.14,38,10,13,9,0,9762
12/12/2020,11,12012,12317279,1025.4,-40,-3,-56,-35,-20,10,1.9,9.4,5.65,37,23,15,27,0,9801
13/12/2020,11,12012,12317279,1025.4,-35,8,-43,-40,-19,8,7.42,11.98,9.7,44,25,9,28,0,9898
14/12/2020,11,12012,12317279,1025.4,-38,-4,-40,-38,-36,14,8.24,12.2,10.22,50,30,12,33,0,9939
15/12/2020,11,12012,12317279,1025.4,-39,-1,-34,-34,-35,14,4.7,10.74,7.72,55,28,8,32,0,9792
16/12/2020,11,12012,12317279,1025.4,-40,-3,-39,-35,-34,13,7.76,11,9.38,55,24,15,29,0,9794
17/12/2020,11,12012,12317279,1025.4,-38,0,-36,-33,-34,14,4.9,11.58,8.24,59,25,18,25,0,9655
18/12/2020,11,12012,12317279,1025.4,-41,1,-39,-32,-35,15,5.9,11.3,8.6,46,15,17,21,0,9626
19/12/2020,11,12012,12317279,1025.4,-42,-7,-52,-26,-21,8,7.76,11.5,9.63,41,14,19,21,0,9533
20/12/2020,11,12012,12317279,1025.4,-30,18,-20,-26,-13,4,6.78,13.84,10.31,26,18,24,22,0,9593
21/12/2020,11,12012,12317279,1025.4,-33,0,-52,-42,-53,17,12.82,15.06,13.94,43,17,24,24,0,9597
22/12/2020,11,12012,12317279,1025.4,-30,14,-40,-38,-53,16,10.46,13.52,11.99,43,18,22,25,0,9504
23/12/2020,11,12012,12317279,1025.4,-33,20,-48,-39,-53,13,4.48,7.78,6.13,44,24,19,23,0,9633
24/12/2020,11,12012,12317279,1025.4,-38,16,-55,-47,-65,14,2.5,6.08,4.29,55,9,24,15,0,9616
25/12/2020,11,12012,12317279,1025.4,-86,-79,-60,-72,-88,27,-0.06,5.74,2.84,34,13,20,25,0,9574
26/12/2020,11,12012,12317279,1025.4,-55,-25,-53,-41,-35,8,3.66,7.06,5.36,39,14,14,22,0,9607
27/12/2020,11,12012,12317279,1025.4,-60,-25,-76,-45,-23,5,2.36,5.3,3.83,31,20,18,25,86,9658
28/12/2020,11,12012,12317279,1025.4,-42,-9,-57,-51,-65,20,1.48,4.7,3.09,51,24,19,32,75,9614
29/12/2020,11,12012,12317279,1025.4,-40,3,-52,-48,-64,20,1.82,6.76,4.29,61,39,10,31,96,9689
30/12/2020,11,12012,12317279,1025.4,-39,13,-38,-45,-60,16,2.08,5.9,3.99,94,50,2,35,145,9689
31/12/2020,11,12012,12317279,1025.4,-41,24,-51,-48,-67,18,-1.62,3.5,0.94,125,44,3,26,132,9589
01/01/2021,11,12012,12317279,1025.4,-86,-81,-51,-71,-88,28,-2.76,3.22,0.23,109,34,5,22,263,9546
02/01/2021,11,12012,12317279,1025.4,-53,-18,-51,-39,-33,9,1.32,3.72,2.52,76,35,1,23,89,9609
03/01/2021,11,12012,12317279,1025.4,-54,-17,-49,-34,-20,6,1.86,3.12,2.49,86,39,3,24,140,9691
04/01/2021,11,12012,12317279,1025.4,-47,-6,-49,-41,-37,15,1.82,2.62,2.22,90,38,8,30,650,9755
05/01/2021,11,12012,12317279,1025.4,-47,-2,-49,-39,-36,15,2.12,3.58,2.85,77,40,8,36,2751,9454
06/01/2021,11,12012,12317279,1025.4,-47,-5,-50,-41,-35,15,1.38,3.62,2.5,68,42,5,32,3243,9437
07/01/2021,11,12012,12317279,1025.4,-47,-7,-46,-40,-35,16,-0.1,4.08,1.99,90,40,10,32,5407,9317
08/01/2021,11,12012,12317279,1025.4,-49,-4,-51,-39,-33,16,-1.8,3.84,1.02,85,46,13,34,7159,9343
09/01/2021,11,12012,12317279,1025.4,-44,-5,-41,-32,-18,9,-1.14,4.22,1.54,91,18,18,26,1903,9353
10/01/2021,11,12012,12317279,1025.4,-47,-6,-25,-35,-17,6,-2.22,5.18,1.48,47,18,25,33,1811,9402
11/01/2021,11,12012,12317279,1025.4,-46,-7,-44,-39,-35,14,3.68,9.14,6.41,49,14,25,24,7956,9433
12/01/2021,11,12012,12317279,1025.4,-49,-9,-53,-39,-35,14,5.26,9.8,7.53,33,44,13,25,10206,9397
13/01/2021,11,12012,12317279,1025.4,-50,-9,-51,-41,-35,13,8.24,10.68,9.46,70,29,8,25,10016,9369
14/01/2021,11,12012,12317279,1025.4,-50,-11,-48,-40,-36,14,0.88,3.32,2.1,72,24,20,33,10235,9463
15/01/2021,11,12012,12317279,1025.4,-51,-6,-51,-40,-36,14,-1.36,4.46,1.55,57,36,19,35,9055,9449
16/01/2021,11,12012,12317279,1025.4,-61,-26,-58,-44,-26,12,0.6,7.7,4.15,57,22,22,23,2492,9449
17/01/2021,11,12012,12317279,1025.4,-52,-10,-42,-41,-22,6,1.36,7.92,4.64,43,26,27,24,1270,9543
18/01/2021,11,12012,12317279,1025.4,-51,-17,-41,-42,-38,14,3.94,7.7,5.82,43,19,30,23,12751,9578
19/01/2021,11,12012,12317279,1025.4,-53,-16,-51,-42,-38,15,4.48,12.64,8.56,30,19,26,34,16613,9657
20/01/2021,11,12012,12317279,1025.4,-49,-13,-41,-41,-37,14,5.38,10.06,7.72,43,9,20,23,19102,9591
21/01/2021,11,12012,12317279,1025.4,-51,-16,-51,-40,-36,15,3.58,7.98,5.78,48,19,26,28,23212,9568
22/01/2021,11,12012,12317279,1025.4,-52,-9,-47,-39,-35,16,1.98,5.9,3.94,59,17,25,32,17827,9701
23/01/2021,11,12012,12317279,1025.4,-49,-12,-62,-38,-21,9,-1.56,2.52,0.48,41,30,17,32,5236,9680
24/01/2021,11,12012,12317279,1025.4,-49,-6,-55,-42,-20,6,1.04,5.58,3.31,58,26,17,30,1401,9805
25/01/2021,11,12012,12317279,1025.4,-48,-15,-40,-41,-37,14,-1.02,4.04,1.51,62,9,20,22,9309,9902
26/01/2021,11,12012,12317279,1025.4,-48,-12,-44,-41,-37,15,1.8,10.76,6.28,40,22,26,21,12984,9970
27/01/2021,11,12012,12317279,1025.4,-50,-14,-50,-41,-36,14,7.4,14,10.7,43,26,21,33,16845,10067
28/01/2021,11,12012,12317279,1025.4,-49,-12,-44,-39,-36,15,9.22,12.16,10.69,44,17,15,22,20842,10195
29/01/2021,11,12012,12317279,1025.4,-51,-8,-53,-38,-35,15,6.16,13.12,9.64,54,10,21,30,15619,10348
30/01/2021,11,12012,12317279,1025.4,-43,-7,-47,-31,-20,8,6.04,9.5,7.77,46,17,22,26,4590,10409
31/01/2021,11,12012,12317279,1025.4,-50,-1,-42,-35,-19,5,7.58,9.98,8.78,45,17,27,25,687,10550
01/02/2021,11,12012,12317279,1025.4,-52,-16,-42,-41,-37,15,6.18,14.64,10.41,34,29,19,28,7877,10644
02/02/2021,11,12012,12317279,1025.4,-51,-9,-38,-40,-37,14,8.64,12.94,10.79,47,39,21,36,8870,10765
03/02/2021,11,12012,12317279,1025.4,-54,-15,-48,-42,-36,15,4.7,11.58,8.14,66,20,17,32,8793,10900
04/02/2021,11,12012,12317279,1025.4,-51,-11,-33,-40,-36,15,6.44,11.78,9.11,57,15,18,12,9387,10934
05/02/2021,11,12012,12317279,1025.4,-53,-7,-42,-38,-35,16,7.28,8.56,7.92,56,41,15,20,9453,10955
06/02/2021,11,12012,12317279,1025.4,-53,-12,-62,-37,-21,10,0.58,4.58,2.58,96,39,11,22,3459,10807
07/02/2021,11,12012,12317279,1025.4,-56,-6,-55,-42,-21,7,-1.44,-0.22,-0.83,98,33,17,21,664,10997
08/02/2021,11,12012,12317279,1025.4,-52,-15,-46,-42,-37,15,-3.44,-1.04,-2.24,84,40,21,30,6475,10904
09/02/2021,11,12012,12317279,1025.4,-52,-10,-51,-41,-37,16,-6,-1.32,-3.66,98,37,23,34,8837,10739
10/02/2021,11,12012,12317279,1025.4,-58,-19,-47,-45,-43,19,-6.52,0.06,-3.23,64,25,25,30,10260,10474
11/02/2021,11,12012,12317279,1025.4,-53,-11,-46,-40,-37,16,-4.02,0.88,-1.57,59,22,23,19,12733,10264
12/02/2021,11,12012,12317279,1025.4,-55,-6,-55,-40,-36,17,-5.9,-0.36,-3.13,64,33,12,26,12182,10041
13/02/2021,11,12012,12317279,1025.4,-51,-7,-49,-34,-23,8,-5.6,2.94,-1.33,61,21,24,20,2688,10025
14/02/2021,11,12012,12317279,1025.4,-50,2,-39,-37,-17,6,0.62,8.76,4.69,50,29,22,31,380,10142
15/02/2021,11,12012,12317279,1025.4,-52,-14,-42,-43,-48,17,5.54,12.02,8.78,53,29,23,35,4681,10132
16/02/2021,11,12012,12317279,1025.4,-52,-9,-35,-41,-48,17,7.4,13.16,10.28,49,30,16,36,5812,9977
17/02/2021,11,12012,12317279,1025.4,-54,-11,-35,-42,-45,15,6.62,10.76,8.69,55,36,26,28,5846,10010
18/02/2021,11,12012,12317279,1025.4,-56,-16,-54,-43,-48,18,4.58,14.36,9.47,55,16,26,13,8964,9782
19/02/2021,11,12012,12317279,1025.4,-54,-7,-38,-40,-47,17,7.7,18.12,12.91,39,44,17,27,9142,9859
20/02/2021,11,12012,12317279,1025.4,-53,-13,-10,-28,-24,5,7.5,18.34,12.92,68,35,21,12,1820,9849
21/02/2021,11,12012,12317279,1025.4,-48,2,22,-26,-14,2,9.2,15.7,12.45,63,54,20,18,464,10004
22/02/2021,11,12012,12317279,1025.4,-51,-13,-29,-43,-50,16,10.92,18.18,14.55,77,54,28,18,4411,10046
23/02/2021,11,12012,12317279,1025.4,-49,-8,-12,-41,-49,16,8.88,19.88,14.38,78,17,26,12,5251,10128
24/02/2021,11,12012,12317279,1025.4,-50,-9,7,-39,-46,14,7.56,17.28,12.42,48,20,27,23,5776,10075
25/02/2021,11,12012,12317279,1025.4,-49,-7,-7,-40,-48,16,7.14,12.34,9.74,56,25,24,20,9081,10044
26/02/2021,11,12012,12317279,1025.4,-52,-4,-34,-40,-48,17,2.34,11.02,6.68,76,36,22,29,11594,10111
27/02/2021,11,12012,12317279,1025.4,-50,-7,-13,-28,-22,6,1.82,11.42,6.62,65,59,10,43,5336,10114
28/02/2021,11,12012,12317279,1025.4,-46,9,12,-24,-13,3,1.72,13.62,7.67,122,66,25,40,868,10209
01/03/2021,11,12012,12317279,1025.4,-48,-7,-15,-35,-35,13,1.76,17.22,9.49,108,25,21,14,9176,10251
02/03/2021,11,12012,12317279,1025.4,-48,-2,-12,-34,-34,13,5.84,18.2,12.02,65,15,24,7,14778,10369
03/03/2021,11,12012,12317279,1025.4,-48,-3,-13,-35,-34,13,7.66,12.2,9.93,57,17,25,10,18900,10376
04/03/2021,11,12012,12317279,1025.4,-50,-5,-33,-35,-34,14,3.6,6.2,4.9,64,24,23,11,28317,10482
05/03/2021,11,12012,12317279,1025.4,-52,-2,-45,-35,-33,16,-0.28,9.16,4.44,80,36,28,16,36434,10614
06/03/2021,11,12012,12317279,1025.4,-47,-1,-14,-26,-17,8,-2.2,9.52,3.66,91,33,25,17,46330,10729
07/03/2021,11,12012,12317279,1025.4,-46,11,11,-26,-12,4,-1.4,8.08,3.34,83,44,30,29,34158,10899
08/03/2021,11,12012,12317279,1025.4,-49,-8,-23,-35,-35,14,0.36,12.3,6.33,98,17,30,12,17929,11121
09/03/2021,11,12012,12317279,1025.4,-49,-3,-22,-35,-34,14,1.16,11.58,6.37,29,23,28,17,27211,11299
10/03/2021,11,12012,12317279,1025.4,-51,-6,-35,-36,-34,14,6.6,15.22,10.91,35,12,31,11,27897,11294
11/03/2021,11,12012,12317279,1025.4,-53,-8,-42,-35,-34,15,4.06,12.02,8.04,35,15,29,7,37502,11253
12/03/2021,11,12012,12317279,1025.4,-54,-3,-47,-35,-34,16,5.66,11.6,8.63,34,20,29,16,45174,11277
13/03/2021,11,12012,12317279,1025.4,-52,-5,-54,-33,-19,9,2.18,11.56,6.87,36,25,20,19,40405,11367
14/03/2021,11,12012,12317279,1025.4,-51,6,-22,-31,-14,5,6.28,11.38,8.83,59,24,27,16,14482,11533
15/03/2021,11,12012,12317279,1025.4,-51,-9,-38,-36,-35,14,3.48,9.94,6.71,42,19,22,22,29462,11691
16/03/2021,11,12012,12317279,1025.4,-53,-6,-44,-36,-35,15,5.74,9.92,7.83,38,22,26,23,24356,11744
17/03/2021,11,12012,12317279,1025.4,-53,-7,-43,-36,-34,14,3.8,8.22,6.01,48,29,28,19,25047,11819
18/03/2021,11,12012,12317279,1025.4,-51,-4,-40,-35,-33,15,3.52,8.72,6.12,69,26,31,14,29654,12021
19/03/2021,11,12012,12317279,1025.4,-47,5,-36,-30,-33,14,0.9,9.2,5.05,63,27,31,20,40030,12067
20/03/2021,11,12012,12317279,1025.4,-60,-6,-23,-44,-22,12,2.62,11.98,7.3,48,43,24,35,26337,12346
21/03/2021,11,12012,12317279,1025.4,-61,-3,-19,-44,-18,9,2.32,8.02,5.17,87,47,34,34,6008,12652
22/03/2021,11,12012,12317279,1025.4,-56,-7,-33,-41,-37,16,0.02,14.16,7.09,97,33,26,28,32487,12906
23/03/2021,11,12012,12317279,1025.4,-54,-1,-9,-38,-36,15,2.16,18.54,10.35,69,30,34,26,43701,13172
24/03/2021,11,12012,12317279,1025.4,-54,-3,6,-38,-36,15,6.46,14.34,10.4,51,18,30,11,42996,13209
25/03/2021,11,12012,12317279,1025.4,-56,-4,-29,-39,-37,17,3.84,15.08,9.46,35,29,35,23,58198,13517
26/03/2021,11,12012,12317279,1025.4,-57,2,-34,-39,-36,18,3.56,13.06,8.31,55,41,12,38,58365,13776
27/03/2021,11,12012,12317279,1025.4,-56,-3,-19,-38,-20,11,4.2,16.98,10.59,69,49,37,38,34968,13859
28/03/2021,11,12012,12317279,1025.4,-56,0,31,-36,-14,7,4.56,22.7,13.63,70,63,41,47,10353,14117
29/03/2021,11,12012,12317279,1025.4,-51,-2,11,-39,-37,15,6.86,24.66,15.76,90,69,40,47,33384,14350
30/03/2021,11,12012,12317279,1025.4,-50,5,17,-36,-37,15,7.44,25.24,16.34,106,49,28,18,45122,14561
31/03/2021,11,12012,12317279,1025.4,-50,6,22,-35,-37,14,9.18,24.64,16.91,70,40,33,19,40273,14563
01/04/2021,11,12012,12317279,1025.4,-51,5,6,-36,-36,16,6.28,13.72,10,60,45,33,13,45888,14686
02/04/2021,11,12012,12317279,1025.4,-52,11,-18,-36,-37,17,4.72,11.66,8.19,69,28,29,13,40268,14821
03/04/2021,11,12012,12317279,1025.4,-55,3,-28,-37,-22,10,2.08,12.98,7.53,59,21,28,19,19175,14853
04/04/2021,11,12012,12317279,1025.4,-55,9,15,-38,-11,5,2.54,9.12,5.83,39,19,33,15,6528,15134
05/04/2021,11,12012,12317279,1025.4,-68,-38,-48,-67,-84,30,-1.78,7.74,2.98,37,34,32,31,7857,15385
06/04/2021,11,12012,12317279,1025.4,-56,1,-40,-45,-49,20,-1.78,9.9,4.06,53,45,30,35,30954,15619
07/04/2021,11,12012,12317279,1025.4,-55,0,-22,-44,-47,18,3.58,13.08,8.33,78,19,25,23,38441,15727
08/04/2021,11,12012,12317279,1025.4,-55,-2,-16,-44,-48,20,2.24,17.04,9.64,47,15,29,13,47704,15807
09/04/2021,11,12012,12317279,1025.4,-57,0,-30,-44,-47,21,7.5,14.76,11.13,42,20,32,19,55090,15721
10/04/2021,11,12012,12317279,1025.4,-59,-6,-57,-43,-24,13,4.06,7.88,5.97,43,26,24,20,29817,15801
11/04/2021,11,12012,12317279,1025.4,-61,-2,-42,-44,-17,9,0.4,11.84,6.12,67,33,33,28,7022,15944
12/04/2021,11,12012,12317279,1025.4,-50,1,-8,-43,-49,18,1.14,11.02,6.08,64,34,34,24,31542,16050
13/04/2021,11,12012,12317279,1025.4,-52,6,-6,-43,-49,19,1.26,11.54,6.4,71,44,19,26,38679,16152
14/04/2021,11,12012,12317279,1025.4,-56,-1,-16,-44,-47,18,1.36,10.82,6.09,68,28,33,17,36439,15964
15/04/2021,11,12012,12317279,1025.4,-54,-1,-15,-43,-49,20,1.6,10.46,6.03,73,33,36,18,40964,15877
16/04/2021,11,12012,12317279,1025.4,-58,0,-33,-44,-49,21,3.7,13.86,8.78,65,42,39,26,43130,15837
17/04/2021,11,12012,12317279,1025.4,-57,-5,-13,-37,-21,11,2.46,14.24,8.35,71,45,42,35,24312,15855
18/04/2021,11,12012,12317279,1025.4,-57,4,6,-38,-11,7,3.32,17.42,10.37,76,53,41,29,5911,16198
19/04/2021,11,12012,12317279,1025.4,-51,-2,15,-44,-52,19,5.46,18.54,12,110,55,34,23,26565,16322
20/04/2021,11,12012,12317279,1025.4,-51,2,10,-43,-51,19,5.88,18.94,12.41,65,50,42,25,32077,16165
21/04/2021,11,12012,12317279,1025.4,-54,-1,0,-43,-49,17,5.6,17.1,11.35,56,42,42,23,33635,15958
22/04/2021,11,12012,12317279,1025.4,-52,0,16,-43,-51,19,4.98,19.14,12.06,58,61,37,13,36250,15745
23/04/2021,11,12012,12317279,1025.4,-55,3,5,-43,-50,20,5.7,19.78,12.74,56,42,39,21,39457,15638
24/04/2021,11,12012,12317279,1025.4,-56,-5,11,-34,-21,9,6.34,16.9,11.62,51,48,42,30,38902,15590
25/04/2021,11,12012,12317279,1025.4,-54,9,34,-32,-11,6,4.76,18.44,11.6,70,49,41,35,20722,15749
26/04/2021,11,12012,12317279,1025.4,-52,-1,-2,-42,-45,18,4.1,19.1,11.6,71,40,39,20,34561,15760
27/04/2021,11,12012,12317279,1025.4,-51,4,3,-40,-44,18,4.92,19.74,12.33,76,34,36,25,46318,15656
28/04/2021,11,12012,12317279,1025.4,-53,2,-9,-41,-43,17,6.22,13.5,9.86,62,27,33,18,49132,15468
29/04/2021,11,12012,12317279,1025.4,-53,4,-21,-40,-44,18,7.24,11.5,9.37,67,30,38,17,58321,15221
30/04/2021,11,12012,12317279,1025.4,-52,16,-28,-39,-43,18,4.22,13.58,8.9,63,33,42,27,62290,14930
01/05/2021,11,12012,12317279,1025.4,-73,-46,-40,-44,-46,15,3.26,17.74,10.5,60,38,31,16,25021,14785
02/05/2021,11,12012,12317279,1025.4,-48,39,-13,-34,-10,7,8.58,14.52,11.55,33,26,30,15,15245,14975
03/05/2021,11,12012,12317279,1025.4,-48,11,-10,-34,-37,14,4.78,13.6,9.19,35,19,28,29,54614,14925
04/05/2021,11,12012,12317279,1025.4,-50,9,-29,-34,-36,14,6.3,10.76,8.53,43,19,26,17,59455,14750
05/05/2021,11,12012,12317279,1025.4,-51,4,-28,-34,-36,14,4.06,16.2,10.13,46,25,25,29,59924,14334
06/05/2021,11,12012,12317279,1025.4,-54,1,-43,-35,-36,15,8.56,22.02,15.29,53,34,38,26,66964,14044
07/05/2021,11,12012,12317279,1025.4,-51,12,-15,-29,-34,14,13.58,27.52,20.55,52,24,33,23,65368,13725
08/05/2021,11,12012,12317279,1025.4,-56,-9,-9,-30,-32,8,12.02,19.84,15.93,44,28,32,23,50441,13450
09/05/2021,11,12012,12317279,1025.4,-53,9,16,-25,-10,3,8.54,15.84,12.19,45,30,30,30,32944,13480
10/05/2021,11,12012,12317279,1025.4,-49,5,-15,-32,-37,13,6.5,15.5,11,54,19,31,19,70029,13455
11/05/2021,11,12012,12317279,1025.4,-49,9,-25,-30,-37,13,7.72,17,12.36,41,15,31,22,80993,13163
12/05/2021,11,12012,12317279,1025.4,-48,13,-16,-26,-39,9,7.64,14.52,11.08,32,16,28,19,84017,12652
13/05/2021,11,12012,12317279,1025.4,-58,-19,1,-52,-81,21,8.98,16.84,12.91,40,17,28,12,69651,12346
14/05/2021,11,12012,12317279,1025.4,-56,-2,-45,-47,-63,21,8.66,17.76,13.21,23,21,29,19,86935,12077
15/05/2021,11,12012,12317279,1025.4,-61,-19,-47,-35,-27,8,9.84,16.18,13.01,37,23,31,20,69519,11912
16/05/2021,11,12012,12317279,1025.4,-58,-5,-27,-22,-10,1,9.24,17,13.12,32,25,29,25,37583,11961
17/05/2021,11,12012,12317279,1025.4,-50,-1,-27,-30,-37,13,8.82,15.74,12.28,37,32,31,18,80966,11842
18/05/2021,11,12012,12317279,1025.4,-50,3,-22,-29,-35,13,5.9,17.46,11.68,41,19,31,14,97444,11535
19/05/2021,11,12012,12317279,1025.4,-31,7,-21,-25,-33,10,10.68,18.5,14.59,34,29,33,17,95927,11242
20/05/2021,11,12012,12317279,1025.4,-29,9,-7,-24,-33,10,9.38,16.68,13.03,36,17,33,16,104856,10861
21/05/2021,11,12012,12317279,1025.4,-35,9,-22,-22,-33,10,7.8,18.1,12.95,35,17,29,11,99882,10656
22/05/2021,11,12012,12317279,1025.4,-37,-2,-28,-15,-12,3,8.74,15.22,11.98,36,16,28,16,78901,10489
23/05/2021,11,12012,12317279,1025.4,-27,11,19,-16,-2,1,7.16,15.86,11.51,15,14,37,11,41376,10407
24/05/2021,11,12012,12317279,1025.4,-35,-14,-27,-46,-76,20,9.42,15.4,12.41,49,19,39,17,58398,10370
25/05/2021,11,12012,12317279,1025.4,-35,12,-21,-24,-33,10,7.34,20.54,13.94,61,40,39,21,83165,10199
26/05/2021,11,12012,12317279,1025.4,-35,7,-20,-25,-32,11,9.26,22.18,15.72,43,41,42,13,82141,9718
27/05/2021,11,12012,12317279,1025.4,-27,9,13,-22,-31,10,10.34,22.56,16.45,36,40,46,17,88495,9293
28/05/2021,11,12012,12317279,1025.4,-29,14,4,-20,-29,9,11.22,22.9,17.06,32,34,42,40,84438,9012
29/05/2021,11,12012,12317279,1025.4,-26,6,20,-8,-6,1,11.46,23.94,17.7,34,31,45,35,65868,8810
30/05/2021,11,12012,12317279,1025.4,-15,24,56,-4,6,-2,11.48,27.3,19.39,40,42,40,36,33751,8789
31/05/2021,11,12012,12317279,1025.4,-23,14,25,-21,-31,10,15.42,26.88,21.15,58,20,26,33,74806,8596
